5,0.6395019999999999,0.5116619999999998,0.6514440000000001,0.6008693333333333,0.0,0.0,0.0,0.0
10,0.6792459999999998,0.5318980000000001,0.684162,0.6317686666666668,0.0,0.0,0.0,0.0
15,0.69494,0.545734,0.7002480000000001,0.646974,0.0,0.0,0.0,0.0
20,0.7049539999999999,0.5544279999999999,0.709138,0.6561733333333333,0.0,0.0,0.0,0.0
25,0.7143559999999998,0.5668459999999998,0.7310459999999998,0.6707493333333331,0.0,0.0,0.0,0.0
30,0.723204,0.57662,0.746588,0.6821373333333334,0.0,0.0,0.0,0.0
35,0.7421419999999999,0.6065819999999998,0.7614899999999999,0.7034046666666666,0.0,0.0,0.0,0.0
40,0.6626399999999998,0.5179660000000001,0.6665780000000001,0.615728,0.0,0.0,0.0,0.0
45,0.7562439999999999,0.6572879999999998,0.8212759999999997,0.7449359999999997,0.0,0.0,0.0,0.0
50,0.7740259999999999,0.6749140000000001,0.8408220000000003,0.763254,0.0,0.0,0.0,0.0
55,0.7794599999999999,0.7085080000000002,0.8713979999999997,0.7864553333333332,0.0,0.0,0.0,0.0
60,0.7981280000000004,0.7157100000000001,0.869524,0.7944540000000001,0.0,0.0,0.0,0.0
65,0.673168,0.5095240000000001,0.677684,0.6201253333333333,0.0,0.0,0.0,0.0
70,0.7567699999999999,0.6725500000000002,0.8448160000000001,0.7580453333333335,0.0,0.0,0.0,0.0
75,0.797428,0.7263579999999998,0.8833960000000001,0.8023939999999999,0.0,0.0,0.0,0.0
80,0.8025939999999998,0.7265300000000002,0.866692,0.7986053333333333,0.0,0.0,0.0,0.0
85,0.785282,0.7195579999999997,0.8654439999999998,0.7900946666666665,0.0,0.0,0.0,0.0
90,0.827372,0.7608980000000001,0.8980820000000002,0.8287840000000001,0.0,0.0,0.0,0.0
95,0.8345420000000001,0.7617440000000001,0.918716,0.838334,0.0,0.0,0.0,0.0
100,0.8319340000000004,0.7613520000000001,0.9057499999999998,0.8330120000000001,0.0,0.0,0.0,0.0
105,0.8286600000000004,0.7596460000000002,0.9013,0.8298686666666669,0.0,0.0,0.0,0.0
110,0.8249340000000001,0.7545839999999999,0.8886899999999998,0.8227359999999999,0.0,0.0,0.0,0.0
115,0.8230879999999998,0.7433799999999998,0.883748,0.8167386666666664,0.0,0.0,0.0,0.0
120,0.8262220000000002,0.7592079999999999,0.9071720000000001,0.8308673333333334,0.0,0.0,0.0,0.0
125,0.8301579999999998,0.765436,0.9030799999999999,0.8328913333333331,0.0,0.0,0.0,0.0
130,0.8287340000000001,0.757572,0.898848,0.8283846666666667,0.0,0.0,0.0,0.0
135,0.8323940000000001,0.7691099999999997,0.910314,0.8372726666666667,0.0,0.0,0.0,0.0
140,0.8364159999999998,0.7653339999999997,0.9148919999999999,0.8388806666666665,0.0,0.0,0.0,0.0
145,0.8334560000000002,0.759832,0.9101940000000003,0.8344940000000002,0.0,0.0,0.0,0.0
150,0.8389019999999999,0.7703059999999999,0.9183680000000001,0.8425253333333332,0.0,0.0,0.0,0.0
155,0.8314300000000003,0.76847,0.911246,0.8370486666666667,0.0,0.0,0.0,0.0
160,0.8386860000000002,0.7718660000000002,0.9159220000000002,0.8421580000000001,0.0,0.0,0.0,0.0
165,0.8353280000000001,0.7666059999999999,0.9134699999999999,0.8384679999999999,0.0,0.0,0.0,0.0
170,0.8363459999999999,0.7664979999999999,0.9151980000000001,0.8393473333333333,0.0,0.0,0.0,0.0
175,0.8339700000000003,0.7693820000000002,0.9103680000000002,0.8379066666666669,0.0,0.0,0.0,0.0
180,0.8416019999999999,0.7669060000000001,0.9204900000000003,0.8429993333333335,0.0,0.0,0.0,0.0
185,0.8374340000000003,0.7694579999999998,0.9154059999999999,0.840766,0.0,0.0,0.0,0.0
190,0.83807,0.7731320000000003,0.917314,0.8428386666666667,0.0,0.0,0.0,0.0
195,0.8401019999999998,0.7716340000000002,0.9197120000000001,0.843816,0.0,0.0,0.0,0.0
200,0.8394840000000001,0.7722419999999999,0.9172880000000005,0.8430046666666668,0.0,0.0,0.0,0.0
